"date","hydr_year","gauge","rain","snow","temp"
1979-12-22,1,6.80949166508044,0.489432375,0,0.932759357988834
1979-12-23,1,6.18711850441108,10.47665822,0,1.40463007688522
1979-12-24,1,5.89423742779231,7.697899675,0,3.00995829900106
1979-12-25,1,6.15050819526284,7.820304457,0,3.61694161097209
1979-12-26,1,8.49355960134733,6.230573527,0,4.83284900983175
1979-12-27,1,6.91932189424159,0.61798591,0,3.85362362861633
1979-12-28,1,5.96745734780522,2.794423882,0,2.71445411841075
1979-12-29,1,4.7593220338983,1.352266002,0,2.65796803236008
1979-12-30,1,4.72271172475007,9.135167281,0,2.18290870984395
1979-12-31,1,4.72271172475007,20.47740618,0,4.23719038963318
1980-01-01,1,6.00406765695346,8.830246862,0,4.99308929443359
1980-01-02,1,7.21220366914394,9.57128617,0,4.4859842300415
1980-01-03,1,7.57830536405919,2.469740653,0,1.79712039033572
1980-01-04,1,5.30847457627119,1.299728413,0,1.03116789311171
1980-01-05,1,4.50305091728598,0,1.917746986,-1.18690079053243
1980-01-06,1,4.13694922237073,0,0.300451464,-3.99437867005666
1980-01-07,1,4.06372895321604,0,7.225806363,-4.3949734210968
1980-01-08,1,4.0271186440678,0,11.96150475,-4.6780882358551
1980-01-09,1,3.26928824731859,0,9.988834063,-6.07065226236979
1980-01-10,1,2.93247466006521,0,14.24811506,-6.01884897549947
1980-01-11,1,4.13694922237073,0,42.55647812,-1.94362139701843
1980-01-12,1,33.1688130006952,26.53217379,0,0.991045808792114
1980-01-13,1,20.2820344569319,0,2.521122519,-1.1016326268514
1980-01-14,1,6.11389858439817,18.51369966,0,0.411594544847806
1980-01-15,1,11.8983050847458,16.11293233,0,2.56345983743668
1980-01-16,1,9.11593206373312,2.531408886,0,2.75100984573364
1980-01-17,1,7.46847443661447,0,0.218388102,-0.353949942688147
1980-01-18,1,6.73627104678396,0,0.003986216,-2.77392345865568
1980-01-19,1,5.08881341966532,0,0.034034866,-2.62973210414251
1980-01-20,1,4.39322033898305,0,0.636836096,-0.71315084695816
1980-01-21,1,3.69762725830078,0.520530725,0,0.597813083728154
1980-01-22,1,3.11552550752284,0.019193069,0,1.99530784686406
1980-01-23,1,3.02033898305085,0.137404374,0,1.24732472896576
1980-01-24,1,2.98372867390261,0.353087063,0,1.78836671908696
1980-01-25,1,2.96542386847027,0,0.053965851,-0.349875090519587
1980-01-26,1,2.95810166698391,0,0.05295519,-3.8477347334226
1980-01-27,1,2.93247466006521,0,0.003990737,-6.84485120773315
1980-01-28,1,1.99159324128749,0,0.002441429,-8.2261677424113
1980-01-29,1,1.9659660597979,0,0.001201939,-8.56374479929606
1980-01-30,1,1.9403390528792,0,0.137533723,-6.44001752535502
1980-01-31,1,1.95132200596696,0,31.43912099,-3.17665141423543
1980-02-01,1,2.51145767599849,29.55449956,0,2.33452088236809
1980-02-02,1,16.9505081952628,32.80761363,0,5.00273079872131
1980-02-03,1,28.5559322033898,13.30250123,0,4.37346903483073
1980-02-04,1,18.8176276772709,2.217833352,0,1.79989940921466
1980-02-05,1,13.2162706278138,14.18297882,0,2.2408111055692
1980-02-06,1,13.0332197803562,5.338295635,0,3.82548381487528
1980-02-07,1,11.8616954738811,0.178593277,0,3.42917919158936
1980-02-08,1,7.43186412746623,0.039985882,0,2.86858606338501
1980-02-09,1,6.84610197422868,0.082007691,0,2.86213413874308
1980-02-10,1,5.34508488541942,0.031745786,0,0.905874784787496
1980-02-11,1,4.90576257220769,0.022579043,0,0.55131352742513
1980-02-12,1,4.0271186440678,0,0.003162048,-0.196830073992411
1980-02-13,1,3.77084752745548,0.085224236,0,1.15641130705674
1980-02-14,1,3.02033898305085,0,0.169245511,-0.551004282633464
1980-02-15,1,2.91416950549109,0,1.833855629,-1.55719363689423
1980-02-16,1,2.77505081952628,4.489263328,0,0.0189974625905355
1980-02-17,1,2.86291531708281,10.65002511,0,1.95909964044889
1980-02-18,1,3.11552550752284,13.52918425,0,4.37479802767436
1980-02-19,1,10.3606776867883,8.23391943,0,5.92982098261515
1980-02-20,1,7.61491497492386,1.998157605,0,3.78831324577332
1980-02-21,1,5.41830515457412,0.250433874,0,1.44802784919739
1980-02-22,1,4.35661002983481,0.02389542,0,2.15898287296295
1980-02-23,1,3.88067810575841,1.082387161,0,2.65005880991618
1980-02-24,1,3.13383066209696,5.850385555,0,4.85645518302917
1980-02-25,1,5.05220345965886,26.89277598,0,5.31129163106283
1980-02-26,1,23.5769497111692,58.74667816,0,7.44436073303223
1980-02-27,1,33.7179655430681,23.37462254,0,8.16701380411784
1980-02-28,1,24.3823723227291,6.148593728,0,7.6513978322347
1980-02-29,1,16.2183048054323,1.831426567,0,5.38129418690999
1980-03-01,1,10.2142371484789,1.694599986,0,6.28255860010783
1980-03-02,1,7.43186412746623,4.346548017,0,6.33297500610352
1980-03-03,1,4.32000006982836,0.977370562,0,6.45427103042603
1980-03-04,1,5.01559315051063,1.326619073,0,3.25966223875682
1980-03-05,1,3.9538983749131,0.093372474,0,1.77575114965439
1980-03-06,1,3.88067810575841,0.023643966,0,1.29198122620583
1980-03-07,1,3.03132193613861,0.146554784,0,2.9899694442749
1980-03-08,1,2.35037290928727,0.32468163,0,3.12397305170695
1980-03-09,1,2.04284742969578,5.403611092,0,4.55276096661886
1980-03-10,1,2.09776271884724,7.216607682,0,6.15171896616618
1980-03-11,1,2.1307119272523,3.455135902,0,2.73966302076975
1980-03-12,1,2.10874584650589,19.16370684,0,1.93000274300575
1980-03-13,1,2.28081356630487,18.14196542,0,2.38275190989176
1980-03-14,1,5.19864399796825,10.85870778,0,0.470894035696983
1980-03-15,1,4.35661002983481,4.210344768,0,1.5889604707559
1980-03-16,1,3.91728806576486,12.46928921,0,0.993340259790421
1980-03-17,1,8.38372867390261,13.62852672,0,3.36560613314311
1980-03-18,1,9.73830522440248,1.176997554,0,2.66779537995656
1980-03-19,1,8.3105087538897,4.603666449,0,3.99702730178833
1980-03-20,1,7.35864420745332,1.718669991,0,4.92212462425232
1980-03-21,1,6.66305112677105,0.352972613,0,4.6213419119517
1980-03-22,1,6.40677966101695,3.258607562,0,5.21664539972941
1980-03-23,1,6.07728827524993,0.328563933,0,4.31727296511332
1980-03-24,1,5.05220345965886,0.202540494,0,3.28547988732656
1980-03-25,1,4.42983064813129,2.044903199,0,3.48124585151672
1980-03-26,1,3.84406779661017,3.013505801,0,4.01525810559591
1980-03-27,1,3.49627125626903,2.337172071,0,3.73138991991679
1980-03-28,1,3.99050833491956,6.62479647,0,6.20676924387614
1980-03-29,1,3.77084752745548,2.897456781,0,4.32740875879924
1980-03-30,1,3.44135579254668,0.819125122,0,3.19259672164917
1980-03-31,1,3.14481361518472,0.798507083,0,4.65620269775391
1980-04-01,1,2.41261022535421,0.032860429,0,6.10476106007894
1980-04-02,1,1.89274579064321,2.86e-05,0,6.71504205067952
1980-04-03,1,1.59620343871036,0.370131156,0,6.39457502365112
1980-04-04,1,1.72067789627334,1.972583206,0,7.34271504084269
1980-04-05,1,2.24786435789981,9.839941311,0,7.09112647374471
1980-04-06,1,2.04284742969578,6.374866406,0,4.03674392700195
1980-04-07,1,2.28081356630487,2.073113211,0,3.27543443044027
1980-04-08,1,4.10033891322249,9.086510563,0,5.27123556137085
1980-04-09,1,6.26033912270756,10.66784326,0,6.09967104593913
1980-04-10,1,5.08881341966532,1.072250392,0,5.89130535125732
1980-04-11,1,4.72271172475007,0.028772187,0,6.35186840693156
1980-04-12,1,3.51457641084315,0.196373251,0,10.8363093694051
1980-04-13,1,2.98372867390261,2.99466211,0,12.0383991241455
1980-04-14,1,4.06372895321604,10.1687363,0,8.96882836023966
1980-04-15,1,4.57627118644068,2.510666347,0,7.94312572479248
1980-04-16,1,3.63172884149066,0.09853933,0,7.32408714294434
1980-04-17,1,2.95810166698391,5.602157768,0,7.25233605702718
1980-04-18,1,3.22901683742717,9.685746225,0,8.62027956644694
1980-04-19,1,4.06372895321604,12.51185824,0,8.24731200536092
1980-04-20,1,3.80745748746193,0.472525589,0,7.29787260691325
1980-04-21,1,3.55484747159279,0.004531538,0,8.57470483779907
1980-04-22,1,3.02033898305085,0.007428032,0,8.74842729568481
1980-04-23,1,2.51145767599849,0.957371155,0,8.59856506983439
1980-04-24,1,2.21125422332246,0.75819177,0,8.68136577606201
1980-04-25,1,2.14169488034006,0.79468618,0,6.8830007870992
1980-04-26,1,1.88542376372774,0.627211311,0,10.7579102834066
1980-04-27,1,1.63647449945999,0.012972331,0,13.0975474675496
1980-04-28,1,1.50467801498154,1.303595126,0,10.7949941635132
1980-04-29,1,1.38386439630541,0.353189626,0,7.78969917297363
1980-04-30,1,1.314305053323,0.003259407,0,9.51387936274211
1980-05-01,1,1.23742377071057,0.047901579,0,12.2762950261434
1980-05-02,1,1.12027116549217,0.041558887,0,10.5576504389445
1980-05-03,1,1.00677966101695,9.71e-05,0,9.35641997655233
1980-05-04,1,0.959186398780952,0.850572481,0,13.7245564778646
1980-05-05,1,0.99213560718601,1.601903752,0,12.1971665700277
1980-05-06,1,0.92623727766134,0.568838307,0,10.9213205973307
1980-05-07,1,0.893288156541727,0.816363879,0,9.51919809977213
1980-05-08,1,0.863999961594404,2.426897399,0,10.0303116480509
1980-05-09,1,0.827389827017057,0.665680241,0,9.95609162648519
1980-05-10,1,0.812745773186118,0.145002307,0,12.8110359827677
1980-05-11,1,0.739525416745978,0.048438056,0,13.8211799621582
1980-05-12,1,0.706576251983642,0.686804361,0,11.7803255081177
1980-05-13,1,0.691932198152704,0.727913125,0,10.0692527770996
1980-05-14,1,0.728542376372774,5.036028242,0,9.87035649617513
1980-05-15,1,0.746847443661447,1.403341289,0,8.54231042861938
1980-05-16,1,0.684610171237234,0.05239705,0,10.1869085947673
1980-05-17,1,0.63701695264396,0.021102923,0,11.2372041702271
1980-05-18,1,0.60040677442389,0.017063643,0,12.2536338170369
1980-05-19,1,0.582101707135217,11.14134356,0,10.2072540918986
1980-05-20,1,0.695593211610438,6.200110324,0,9.88539498647054
1980-05-21,1,0.820067800101587,1.576859005,0,9.93124430974325
1980-05-22,1,0.739525416745978,1.729161286,0,8.0649977684021
1980-05-23,1,0.611389814797094,0.528244908,0,7.27549826304118
1980-05-24,1,0.574779680219747,1.872516112,0,8.61888682047526
1980-05-25,1,0.60040677442389,0.604105715,0,10.8898137410482
1980-05-26,1,0.560135582746085,7.123231824,0,9.8432076772054
1980-05-27,1,0.585762720592951,5.353604952,0,9.54463888804118
1980-05-28,1,0.757830484034651,0.522773137,0,11.2862891515096
1980-05-29,1,0.721220349457304,0.233349981,0,12.4804916381836
1980-05-30,1,0.684610171237234,0.16867762,0,12.9426522572835
1980-05-31,1,0.64433897955943,0.842489843,0,12.143373298645
1980-06-01,1,0.60040677442389,1.620881168,0,10.0142993291219
1980-06-02,1,0.549152542372881,2.01783452,0,9.35574719111125
1980-06-03,1,0.508881350695077,1.950989604,0,9.30928519566854
1980-06-04,1,0.549152542372881,4.454250542,0,8.58440167109172
1980-06-05,1,0.582101707135217,0.915629335,0,9.9067920366923
1980-06-06,1,0.695593211610438,1.483365277,0,11.4082527796427
1980-06-07,1,0.757830484034651,16.92903398,0,11.5711005528768
1980-06-08,1,0.984813580270541,10.51171602,0,12.3545859654744
1980-06-09,1,1.34725426172806,3.380201491,0,12.7395264307658
1980-06-10,1,1.22277962959419,3.118699471,0,11.8915993372599
1980-06-11,1,1.09830508474576,0.572889247,0,12.5505783081055
1980-06-12,1,0.981152566812806,0.114713363,0,13.1417420069377
1980-06-13,1,0.874983089253054,0.022131798,0,13.7506571451823
1980-06-14,1,0.805423746270648,0.03058514,0,13.1807472864787
1980-06-15,1,0.779796652066506,0.160470164,0,13.7647903442383
1980-06-16,1,0.71755933599957,8.775743214,0,12.9395135879517
1980-06-17,1,0.669966117406295,0.322136041,0,12.4899733861287
1980-06-18,1,0.622372898813021,0.600896917,0,12.7791246414185
1980-06-19,1,0.589423734050686,0.000380206,0,14.3663608551025
1980-06-20,1,0.549152542372881,0.06832463,0,15.2623071034749
1980-06-21,1,0.486915269948668,1.10858403,0,13.9452411015828
1980-06-22,1,0.461288132101802,1.542001081,0,12.9332909266154
1980-06-23,1,0.442983064813129,1.825527203,0,11.2452032089233
1980-06-24,1,0.486915269948668,12.00366573,0,13.3601415634155
1980-06-25,1,0.812745773186118,12.35745945,0,11.9131047566732
1980-06-26,1,0.831050840474791,4.468752861,0,10.4405190149943
1980-06-27,1,0.706576251983642,0.63085541,0,12.6281716664632
1980-06-28,1,0.589423734050686,0.088667563,0,12.3370701471965
1980-06-29,1,0.516203377610546,0.225430949,0,11.4589146296183
1980-06-30,1,0.479593199390476,0.250330729,0,13.7753321965535
1980-07-01,1,0.442983064813129,0.242187507,0,15.4627991994222
1980-07-02,1,0.402711873135324,6.609888013,0,13.5703086853027
1980-07-03,1,0.486915269948668,17.47530003,0,11.8481119155884
1980-07-04,1,0.64433897955943,3.923487425,0,10.6552400271098
1980-07-05,1,0.959186398780952,1.356138583,0,11.935505549113
1980-07-06,1,0.8530169212212,0.09829787,0,13.2685543060303
1980-07-07,1,0.779796652066506,0.008536413,0,15.656885655721
1980-07-08,1,0.633355939186225,0.013360666,0,16.8660575230916
1980-07-09,1,0.549152542372881,0.626697974,0,15.0851905822754
1980-07-10,1,0.574779680219747,3.483436092,0,13.7349859873454
1980-07-11,1,0.60040677442389,2.163167544,0,14.1505515416463
1980-07-12,1,0.622372898813021,0.155471671,0,14.726441637675
1980-07-13,1,0.611389814797094,1.784141453,0,14.0017802556356
1980-07-14,1,0.582101707135217,0.809898567,0,14.9331805547078
1980-07-15,1,0.549152542372881,1.475075666,0,14.2903777440389
1980-07-16,1,0.508881350695077,0.587921968,0,14.4869668324788
1980-07-17,1,0.450305091728598,0.232691311,0,14.6762981414795
1980-07-18,1,0.424677953881732,1.798422348,0,15.4880254109701
1980-07-19,1,0.39905085967759,2.159727216,0,14.6193357467651
1980-07-20,1,0.39172883276212,0.020253882,0,17.7878171284993
1980-07-21,1,0.380745748746193,1.07e-06,0,21.1304951985677
1980-07-22,1,0.364271188186387,0.047718778,0,20.5475701649984
1980-07-23,1,0.33095592644255,0.057849191,0,16.7012622833252
1980-07-24,1,0.315579656827248,0.02071401,0,16.5791458765666
1980-07-25,1,0.307891532930277,0.003307454,0,17.1165170033773
1980-07-26,1,0.305328810417046,0.0016753,0,18.0662867863973
1980-07-27,1,0.289952540801743,0.002516445,0,18.4628649393717
1980-07-28,1,0.26945084798134,0.30752071,0,16.8542500813802
1980-07-29,1,0.261762702263008,0.02849325,0,15.6147745768229
1980-07-30,1,0.248949155160936,4.02e-05,0,16.0295120239258
1980-07-31,1,0.248949155160936,0.069802631,0,16.9454225540161
1980-08-01,1,0.246386432647705,0.56994277,0,15.9475705464681
1980-08-02,1,0.243823731955835,0.54997879,0,14.8649070739746
1980-08-03,1,0.241261009442604,0.091181846,0,15.0652996699015
1980-08-04,1,0.233572885545634,0.310823038,0,14.3109937032064
1980-08-05,1,0.228447462340533,0.312672608,0,14.51891969045
1980-08-06,1,0.220759316622201,0.177675422,0,15.0970190684001
1980-08-07,1,0.21307119272523,0.203468857,0,16.7715014139811
1980-08-08,1,0.207945769520129,0.010125444,0,19.4120337168376
1980-08-09,1,0.202820346315028,0.336311949,0,18.4774309158325
1980-08-10,1,0.207945769520129,0.061996058,0,20.5318177541097
1980-08-11,1,0.195132200596696,0.353438161,0,20.0748111724854
1980-08-12,1,0.184881354186494,0.036479785,0,16.3036912282308
1980-08-13,1,0.177193219378843,0.072048007,0,15.4540505727132
1980-08-14,1,0.146440680148238,0.667056346,0,15.6224324544271
1980-08-15,1,0.169505084571192,0.044688314,0,14.827722231547
1980-08-16,1,0.166942372968641,2.831582133,0,15.2713684082031
1980-08-17,1,0.16181694976354,8.370747534,0,15.4814686457316
1980-08-18,1,0.187444076699726,0.754955649,0,14.5878193537394
1980-08-19,1,0.177193219378843,0.178213878,0,14.2339249928792
1980-08-20,1,0.174630507776293,0.013383601,0,14.1432678222656
1980-08-21,1,0.172067796173742,0.01067738,0,14.520981280009
1980-08-22,1,0.174630507776293,0.140006031,0,13.5491846720378
1980-08-23,1,0.179755930981394,0.364079134,0,14.4162144343058
1980-08-24,1,0.174630507776293,0.084606115,0,14.8017632802327
1980-08-25,1,0.172067796173742,1.147973939,0,14.6986462275187
1980-08-26,1,0.177193219378843,2.76994795,0,14.1050797780355
1980-08-27,1,0.174630507776293,1.645985333,0,13.4730474472046
1980-08-28,1,0.172067796173742,0.083423292,0,11.7661142985026
1980-08-29,1,0.169505084571192,0.319987214,0,11.2820271174113
1980-08-30,1,0.172067796173742,0.555149859,0,13.298659769694
1980-08-31,1,0.177193219378843,6.044311587,0,13.1825697580973
1980-09-01,1,0.223322039135432,12.65179869,0,11.7183476765951
1980-09-02,1,0.21307119272523,0.91183638,0,11.9781531651815
1980-09-03,1,0.200257623801797,0.312706545,0,11.2376531600952
1980-09-04,1,0.197694923109927,0.313788886,0,13.3970443089803
1980-09-05,1,0.207945769520129,0.672536327,0,15.0356042226156
1980-09-06,1,0.238698308750734,9.756216876,0,13.6022893269857
1980-09-07,1,0.248949155160936,1.044450627,0,14.0259018580119
1980-09-08,1,0.233572885545634,0.42624502,0,13.9240547180176
1980-09-09,1,0.2156338934171,0.053339296,0,15.6086187362671
1980-09-10,1,0.207945769520129,4.17e-07,0,16.6552545547485
1980-09-11,1,0.202820346315028,0.422643159,0,15.015319887797
1980-09-12,1,0.200257623801797,1.455235493,0,12.5498816172282
1980-09-13,1,0.207945769520129,0.790099362,0,13.8292234420776
1980-09-14,1,0.197694923109927,0.115948526,0,16.3076819101969
1980-09-15,1,0.200257623801797,0.001602139,0,15.9245183944702
1980-09-16,1,0.192569499904827,0.000249974,0,15.025646909078
1980-09-17,1,0.190006777391595,0.016860421,0,12.6678180058797
1980-09-18,1,0.187444076699726,2.774440503,0,12.4443785985311
1980-09-19,1,0.174630507776293,19.01183052,0,11.9041739781698
1980-09-20,1,0.15925423816099,2.239077814,0,11.0920833587646
1980-09-21,1,0.166942372968641,1.541794006,0,11.459130859375
1980-09-22,1,0.176094917523659,2.862173025,0,9.98842245737712
1980-09-23,1,0.18890846462573,0.095481743,0,11.5633038838704
1980-09-24,1,0.201722033549163,0.001155986,0,11.7836561838786
1980-09-25,1,0.214535602472596,0.004705775,0,12.3142172495524
1980-09-26,1,0.227349149574668,0,0,13.998656018575
1980-09-27,1,0.243823731955835,1.911402301,0,12.2011455535889
1980-09-28,1,0.248949155160936,6.302825403,0,11.4999139785767
1980-09-29,1,0.289952540801743,15.90484581,0,12.4221032460531
1980-09-30,1,0.287389840109874,1.202538502,0,12.8696844100952
1980-10-01,2,0.574779680219747,0.067397007,0,11.8147362391154
1980-10-02,2,0.442983064813129,4.9e-06,0,13.055579439799
1980-10-03,2,0.356583042468055,0.000135104,0,14.6260917027791
1980-10-04,2,0.325830503237449,0.008789972,0,12.7224876403809
1980-10-05,2,0.341206772852752,0.011346456,0,15.8931098937988
1980-10-06,2,0.320705080032349,0.046057097,0,14.5518496831258
1980-10-07,2,0.295077964006844,0.190222141,0,12.3713256835937
1980-10-08,2,0.284827117596642,0.336739219,0,12.5346597671509
1980-10-09,2,0.279701694391542,0.011060035,0,9.05047772725423
1980-10-10,2,0.26945084798134,0.206353803,0,11.0788909912109
1980-10-11,2,0.261762702263008,5.416119576,0,10.2890744527181
1980-10-12,2,0.297640686520075,8.725947571,0,10.2285690307617
1980-10-13,2,0.325830503237449,2.924462006,0,8.19523801803589
1980-10-14,2,0.310454233622147,0.08582035,0,8.5641710917155
1980-10-15,2,0.300203387211945,0.000401368,0,8.09685052235921
1980-10-16,2,0.289952540801743,0.033978199,0,7.15635325113932
1980-10-17,2,0.282264416904773,0.105790704,0,6.47499205271403
1980-10-18,2,0.274576271186441,0.315975846,0,8.91630010604858
1980-10-19,2,0.279701694391542,2.451727676,0,10.2078093210856
1980-10-20,2,0.274576271186441,1.954549229,0,11.0839512507121
1980-10-21,2,0.272013548673209,0.156499865,0,7.62958119710286
1980-10-22,2,0.26945084798134,0.002180225,0,5.88230616251628
1980-10-23,2,0.26945084798134,0.011796328,0,6.72753213246663
1980-10-24,2,0.259200001571138,5.457295275,0,6.63411232630412
1980-10-25,2,0.279701694391542,2.12325573,0,7.49503482182821
1980-10-26,2,0.33095592644255,0.027501243,0,6.77611945470174
1980-10-27,2,0.315579656827248,0.009172418,0,5.47354208628337
1980-10-28,2,0.305328810417046,0.073533342,0,7.17178322474162
1980-10-29,2,0.289952540801743,0.196203037,0,8.00391047795614
1980-10-30,2,0.289952540801743,7.633129756,0,7.52126750946045
1980-10-31,2,0.361708465673156,19.79830418,0,7.88024797439575
1980-11-01,2,2.29911872087899,21.48204912,0,9.56996218363444
1980-11-02,2,4.06372895321604,8.118153318,0,8.03322931925456
1980-11-03,2,3.88067810575841,30.10471942,0,8.33042936325073
1980-11-04,2,8.60338983050847,5.921767457,0,11.1825291951497
1980-11-05,2,4.832542303053,14.77640521,0,10.1348382314046
1980-11-06,2,7.24881328000861,37.78041916,0,8.96071151097616
1980-11-07,2,23.5403401003046,29.05214087,0,9.05165545145671
1980-11-08,2,23.4305084745763,16.39995372,0,8.28813854853312
1980-11-09,2,6.37016935186871,4.16364309,0,5.01165391604106
1980-11-10,2,7.24881328000861,0.437209614,0,3.55318854649862
1980-11-11,2,4.42983064813129,0.01596237,0,2.57779587507248
1980-11-12,2,3.91728806576486,0.002148053,0,2.53615121841431
1980-11-13,2,2.89586435091698,1.399630944,0,1.79135990738869
1980-11-14,2,2.77505081952628,4.117262355,0,2.48584500551224
1980-11-15,2,2.17464408874512,0.475394298,0,2.27836278478305
1980-11-16,2,1.9183727975619,8.80183169,0,2.16966514190038
1980-11-17,2,1.84515252840721,7.693778944,0,4.15450833638509
1980-11-18,2,3.33518631498692,21.72025897,0,6.09210586547852
1980-11-19,2,10.6535594616906,7.162029934,0,5.83523696263631
1980-11-20,2,17.6827115850934,51.7693751,0,6.43799206415812
1980-11-21,2,50.5220338983051,18.57296937,0,5.66380783716838
1980-11-22,2,15.4861014156018,0.229257049,0,1.37278189857801
1980-11-23,2,8.27389844474146,0.433456996,0,0.400139095385869
1980-11-24,2,5.30847457627119,5.283676306,0,0.345572872956594
1980-11-25,2,4.39322033898305,1.930207384,0,3.00553671518962
