index,nswprice,nswdemand,vicprice,vicdemand,transfer,target
145,0.046806,0.067688,0.003467,0.422915,0.414912,0
146,0.074577,0.375335,0.003467,0.422915,0.414912,1
147,0.03882,0.546415,0.002158,0.392284,0.726316,0
148,0.049418,0.357037,0.003328,0.17478,0.655263,0
149,0.02687,0.286522,0.001795,0.218022,0.658772,0
150,0.033716,0.215115,0.001666,0.280684,0.765789,0
151,0.074216,0.563672,0.003467,0.422915,0.414912,1
152,0.046415,0.521422,0.002983,0.461678,0.753509,0
153,0.032485,0.355995,0.001683,0.374676,0.636842,0
154,0.029813,0.185361,0.000995,0.31305,0.769298,0
155,0.067551,0.635079,0.004655,0.511134,0.240789,1
156,0.050438,0.509075,0.003319,0.556706,0.551754,0
157,0.044374,0.339631,0.002621,0.212843,0.831579,0
158,0.057163,0.467718,0.004169,0.560849,0.334211,0
159,0.028732,0.322969,0.001899,0.381926,0.766667,0
160,0.067311,0.123326,0.003467,0.422915,0.414912,0
161,0.045034,0.581226,0.003083,0.551528,0.374561,0
162,0.047826,0.522464,0.003182,0.493009,0.477193,1
163,0.078029,0.587771,0.003467,0.422915,0.414912,1
164,0.074817,0.542993,0.003467,0.422915,0.414912,0
165,0.046235,0.453734,0.003089,0.334801,0.507456,0
166,0.088747,0.555043,0.005955,0.519938,0.277193,1
167,0.03966,0.430675,0.002621,0.357328,0.547368,0
168,0.0659,0.530497,0.004474,0.572242,0.350439,1
169,0.187402,0.549093,0.003467,0.422915,0.414912,1
170,0.067041,0.168253,0.003467,0.422915,0.414912,0
171,0.040141,0.785778,0.002669,0.615743,0.595175,0
172,0.041431,0.366855,0.003467,0.422915,0.414912,0
173,0.063288,0.477983,0.004458,0.457276,0.210088,0
174,0.133812,0.555936,0.003467,0.422915,0.414912,1
175,0.055993,0.531092,0.003793,0.629726,0.440351,0
176,0.148763,0.732371,0.01006,0.674262,0.435526,1
177,0.032935,0.284588,0.002281,0.243656,0.42807,0
178,0.033505,0.170039,0.002216,0.219575,0.615789,0
179,0.062898,0.4277,0.003467,0.422915,0.414912,0
180,0.058394,0.332639,0.003467,0.422915,0.414912,1
181,0.045635,0.478578,0.00307,0.482651,0.388158,0
182,0.049207,0.318209,0.003288,0.249871,0.589035,0
183,0.02696,0.585242,0.001718,0.588814,0.724561,0
184,0.047526,0.215561,0.003467,0.422915,0.414912,1
185,0.045124,0.513091,0.00306,0.494045,0.491228,0
186,0.046445,0.182535,0.003467,0.422915,0.414912,0
187,0.071905,0.443618,0.003467,0.422915,0.414912,1
188,0.02621,0.17227,0.00177,0.240808,0.587281,0
189,0.046956,0.638649,0.003467,0.422915,0.414912,0
190,0.044134,0.464296,0.003467,0.422915,0.414912,0
191,0.714603,0.473817,0.001766,0.465044,0.414912,1
192,0.048937,0.363285,0.003249,0.330658,0.496053,0
193,0.055242,0.087325,0.003467,0.422915,0.414912,0
194,0.081752,0.447932,0.003467,0.422915,0.414912,0
195,0.110904,0.75186,0.007588,0.771362,0.307895,1
196,0.044134,0.508033,0.002883,0.415847,0.604825,0
197,0.084844,0.526331,0.005534,0.530813,0.614035,1
198,0.086165,0.533175,0.005899,0.548162,0.500526,1
199,0.051249,0.289051,0.003467,0.422915,0.414912,0
200,0.035667,0.682832,0.002451,0.592698,0.280263,0
201,0.024979,0.08792,0.000835,0.141636,0.814474,0
202,0.011078,0.315382,0.000698,0.338944,0.59693,0
203,0.087697,0.584201,0.003467,0.422915,0.414912,1
204,0.077999,0.520232,0.005031,0.496116,0.634649,1
205,0.080611,0.321184,0.003467,0.422915,0.414912,1
206,0.047106,0.30244,0.003467,0.422915,0.414912,0
207,0.036238,0.406427,0.002408,0.30088,0.513158,1
208,0.089138,0.45537,0.002914,0.329363,0.728509,1
209,0.035547,0.582713,0.002567,0.557742,0.637719,1
210,0.028972,0.506992,0.00114,0.383739,0.769298,0
211,0.080911,0.516067,0.005353,0.542206,0.523246,1
212,0.073976,0.671378,0.004965,0.533143,0.614035,0
213,0.037829,0.465933,0.00258,0.507509,0.390789,0
214,0.057254,0.517703,0.004011,0.507509,0.500526,0
215,0.090999,0.595359,0.005955,0.643967,0.400439,1
216,0.042002,0.211395,0.002771,0.24029,0.702193,0
217,0.033445,0.547605,0.002277,0.53651,0.466667,1
218,0.049658,0.394823,0.003467,0.422915,0.414912,0
219,0.071634,0.588218,0.002192,0.473071,0.668421,1
220,0.095052,0.357185,0.003467,0.422915,0.414912,1
221,0.044134,0.497917,0.003467,0.422915,0.414912,0
222,0.060406,0.143261,0.003467,0.422915,0.414912,1
223,0.087787,0.293216,0.003467,0.422915,0.414912,1
224,0.03894,0.584201,0.002719,0.610047,0.284211,1
225,0.033325,0.671824,0.002144,0.596841,0.617982,0
226,0.029933,0.12169,0.0021,0.154842,0.466228,0
227,0.09205,0.807349,0.006369,0.641378,0.370614,1
228,0.041281,0.267182,0.003467,0.422915,0.414912,0
229,0.041041,0.581375,0.002759,0.59477,0.349123,0
230,0.043833,0.415501,0.003467,0.422915,0.414912,0
231,0.054612,0.504463,0.003467,0.422915,0.414912,0
232,0.033896,0.192949,0.002316,0.216986,0.532018,0
233,0.053321,0.407022,0.003467,0.422915,0.414912,0
234,0.02639,0.342606,0.001759,0.335836,0.773684,0
235,0.042903,0.555489,0.002952,0.55101,0.266228,1
236,0.028492,0.166171,0.000839,0.246504,0.885526,0
237,0.029843,0.1687,0.001919,0.257639,0.663158,0
238,0.027171,0.098483,0.001853,0.20637,0.463596,0
239,0.061066,0.512645,0.003467,0.422915,0.414912,1
240,0.053921,0.330854,0.003467,0.422915,0.414912,1
241,0.041852,0.506397,0.002871,0.506991,0.420175,1
242,0.035937,0.359863,0.002464,0.158208,0.489912,0
243,0.058394,0.329217,0.003467,0.422915,0.414912,1
244,0.030563,0.379203,0.002125,0.253496,0.432018,0
245,0.025339,0.423386,0.001618,0.337908,0.897368,0
246,0.074577,0.671973,0.004967,0.571983,0.58114,1
247,0.035787,0.422196,0.002302,0.432936,0.857456,1
248,0.059205,0.332788,0.003467,0.422915,0.414912,1
249,0.038339,0.305713,0.00252,0.372864,0.597368,0
250,0.043863,0.441982,0.002991,0.508027,0.306579,0
251,0.056713,0.42889,0.003874,0.295443,0.519298,0
252,0.044854,0.705742,0.003054,0.613154,0.370614,0
253,0.029693,0.386938,0.002034,0.35448,0.486404,0
254,0.119611,0.365665,0.003467,0.422915,0.414912,1
255,0.01306,0.269563,0.000835,0.303988,0.564912,0
256,0.046265,0.351681,0.003066,0.368203,0.56886,0
257,0.055542,0.47709,0.00365,0.388141,0.836404,1
258,0.042422,0.600119,0.002852,0.566805,0.465789,1
259,0.076318,0.502975,0.003467,0.422915,0.414912,0
260,0.095052,0.591937,0.006363,0.533143,0.474123,1
261,0.030023,0.63731,0.001984,0.521233,0.577632,0
262,0.032815,0.549539,0.002295,0.494045,0.027193,0
263,0.02612,0.439899,0.001687,0.469964,0.721053,0
264,0.022007,0.09521,0.00146,0.129984,0.775877,0
265,0.077789,0.399583,0.003467,0.422915,0.414912,1
266,0.119791,0.452693,0.008365,0.603573,0.229825,1
267,0.090999,0.502231,0.006223,0.567064,0.327632,1
268,0.066801,0.262571,0.003467,0.422915,0.414912,0
269,0.068302,0.305266,0.003467,0.422915,0.414912,0
270,0.06644,0.269116,0.003467,0.422915,0.414912,0
271,0.029242,0.407319,0.001967,0.41999,0.549561,0
272,0.028942,0.565605,0.001988,0.554635,0.299123,0
273,0.05257,0.450461,0.003467,0.422915,0.414912,0
274,0.103158,0.561589,0.007052,0.693682,0.167105,1
275,0.043893,0.748438,0.002933,0.727602,0.449561,1
276,0.069353,0.609045,0.004778,0.579492,0.35614,1
277,0.05221,0.096102,0.003467,0.422915,0.414912,0
278,0.048907,0.489289,0.003342,0.532626,0.35614,0
279,0.069443,0.059357,0.003467,0.422915,0.414912,0
280,0.029242,0.364326,0.002013,0.312273,0.381579,0
281,0.088567,0.699792,0.003467,0.422915,0.414912,1
282,0.069683,0.692056,0.00295,0.491455,0.527632,0
283,0.05218,0.158881,0.003467,0.422915,0.414912,0
284,0.040591,0.215263,0.003467,0.422915,0.414912,0
285,0.062868,0.703511,0.004209,0.783273,0.336842,1
286,0.034316,0.692502,0.002275,0.61885,0.549561,0
287,0.071965,0.303184,0.003467,0.422915,0.414912,1
288,0.086826,0.366706,0.005021,0.339461,0.787281,1
289,0.031734,0.544481,0.002025,0.659503,0.469737,1
290,0.140507,0.744273,0.008853,0.649146,0.713596,1
291,0.033626,0.411336,0.002246,0.379855,0.574561,0
292,0.043053,0.153377,0.003467,0.422915,0.414912,0
293,0.087336,0.491967,0.005827,0.474107,0.482018,1
294,0.029002,0.339334,0.001909,0.346712,0.746053,0
295,0.054371,0.375335,0.003565,0.447437,0.616667,0
296,0.070914,0.325498,0.003467,0.422915,0.414912,1
297,0.090369,0.511009,0.003467,0.422915,0.414912,1
298,0.024048,0.160518,0.001593,0.243656,0.776754,0
299,0.033265,0.358673,0.002183,0.224236,0.648684,0
300,0.093821,0.49152,0.003467,0.422915,0.414912,1
301,0.117029,0.371616,0.003467,0.422915,0.414912,1
302,0.072895,0.089408,0.003467,0.422915,0.414912,1
303,0.074997,0.379798,0.003467,0.422915,0.414912,0
304,0.028942,0.505951,0.002002,0.59943,0.26886,0
305,0.058845,0.488694,0.003992,0.341274,0.500877,1
306,0.075808,0.320292,0.003467,0.422915,0.414912,0
307,0.043023,0.640732,0.002819,0.452874,0.597368,0
308,0.018734,0.188486,0.00123,0.232781,0.603947,0
309,0.047076,0.576168,0.003263,0.613931,0.283333,0
310,0.05305,0.465338,0.003467,0.422915,0.414912,0
311,0.051909,0.067539,0.003467,0.422915,0.414912,0
312,0.072775,0.638203,0.004894,0.5971,0.454825,1
313,0.066921,0.71199,0.004339,0.562144,0.661404,0
314,0.074817,0.386492,0.003467,0.422915,0.414912,0
315,0.047286,0.765695,0.003467,0.422915,0.414912,0
316,0.096283,0.64222,0.006394,0.694718,0.369737,1
317,0.032755,0.316424,0.002059,0.191869,0.770614,0
318,0.029993,0.364921,0.001016,0.253237,0.841667,1
319,0.049297,0.309878,0.003467,0.422915,0.414912,1
320,0.05275,0.448974,0.0034,0.31305,0.817105,1
321,0.060736,0.198155,0.003467,0.422915,0.414912,0
322,0.024228,0.066944,0.001523,0.064992,0.90307,0
323,0.147832,0.519042,0.003467,0.422915,0.414912,1
324,0.086436,0.317614,0.003467,0.422915,0.414912,1
325,0.028822,0.551473,0.001861,0.598654,0.517982,1
326,0.027531,0.180303,0.001477,0.258674,0.792544,0
327,0.058394,0.349747,0.003467,0.422915,0.414912,1
328,0.036027,0.427998,0.002381,0.244433,0.652193,0
329,0.080131,0.441386,0.003467,0.422915,0.414912,1
330,0.043563,0.635228,0.003467,0.422915,0.414912,0
331,0.069233,0.672865,0.004747,0.438115,0.489912,0
332,0.028281,0.42889,0.00184,0.3203,0.788158,0
333,0.049658,0.549985,0.003351,0.353962,0.56886,1
334,0.054642,0.387385,0.003467,0.422915,0.414912,0
335,0.06584,0.55668,0.003467,0.422915,0.414912,0
336,0.042092,0.175543,0.00274,0.285344,0.726316,0
337,0.050168,0.645641,0.003467,0.422915,0.414912,0
338,0.043053,0.19518,0.002916,0.339461,0.41886,0
339,0.09172,0.368343,0.006064,0.38115,0.448684,1
340,0.057043,0.535109,0.003467,0.422915,0.414912,1
341,0.028251,0.357037,0.001897,0.227602,0.601754,0
342,0.046685,0.476644,0.003191,0.531072,0.265789,0
343,0.015071,0.120797,0.000968,0.238477,0.803947,0
344,0.025129,0.164832,0.001697,0.109529,0.65,0
345,0.061967,0.166022,0.003467,0.422915,0.414912,1
346,0.056563,0.344689,0.003467,0.422915,0.414912,1
347,0.021226,0.096995,0.001367,0.067323,0.80307,0
348,0.059926,0.129723,0.003467,0.422915,0.414912,1
349,0.047586,0.277447,0.00322,0.42465,0.442982,0
350,0.045965,0.08435,0.003467,0.422915,0.414912,0
351,0.047106,0.182089,0.003467,0.422915,0.414912,0
352,0.031314,0.292175,0.001975,0.298291,0.769737,0
353,0.041852,0.401666,0.002748,0.320818,0.505263,1
354,0.029693,0.188039,0.002032,0.317193,0.358333,0
355,0.059625,0.407766,0.004786,0.405748,0.500526,0
356,0.028822,0.42889,0.001685,0.369239,0.803509,1
357,0.045665,0.314341,0.003012,0.222424,0.65614,0
358,0.047646,0.274174,0.002009,0.318747,0.577632,1
359,0.046836,0.521571,0.003226,0.422579,0.534211,1
360,0.047616,0.308688,0.00311,0.344899,0.707895,0
361,0.029092,0.325201,0.001961,0.287157,0.511842,0
362,0.033385,0.570515,0.002264,0.528224,0.455263,0
363,0.045004,0.451503,0.003151,0.515277,0.086404,1
364,0.038549,0.422047,0.00269,0.407302,0.249123,0
365,0.108863,0.524249,0.003467,0.422915,0.414912,1
366,0.064039,0.542993,0.004152,0.402641,0.659649,1
367,0.044134,0.430824,0.003467,0.422915,0.414912,0
368,0.036117,0.648021,0.002528,0.691352,0.215789,0
369,0.028251,0.161708,0.001813,0.280425,0.772368,0
370,0.072655,0.277596,0.002179,0.227602,0.594298,1
371,0.119731,0.468164,0.003467,0.422915,0.414912,1
372,0.041191,0.377566,0.003467,0.422915,0.414912,0
373,0.027801,0.444659,0.001855,0.494303,0.628947,0
374,0.062838,0.515918,0.003467,0.422915,0.414912,1
375,0.045184,0.341714,0.003006,0.363801,0.554825,0
376,0.042422,0.442428,0.002318,0.226049,0.841667,0
377,0.080972,0.539869,0.005552,0.631797,0.284649,1
378,0.047496,0.055489,0.003467,0.422915,0.414912,0
379,0.024349,0.096846,0.001643,0.160798,0.604825,0
380,0.122913,0.594763,0.003467,0.422915,0.414912,1
381,0.074817,0.537489,0.003467,0.422915,0.414912,0
382,0.081182,0.70961,0.005368,0.728379,0.499123,1
383,0.072985,0.468313,0.003467,0.422915,0.414912,1
384,0.054762,0.445998,0.003467,0.422915,0.414912,0
385,0.025099,0.128533,0.001645,0.207923,0.630263,0
386,0.046866,0.471586,0.003467,0.422915,0.414912,0
387,0.030773,0.31568,0.000877,0.201191,0.860088,1
388,0.058394,0.155757,0.003467,0.422915,0.414912,0
389,0.029482,0.185659,0.002007,0.205852,0.472368,0
390,0.043323,0.175245,0.002914,0.287934,0.512281,0
391,0.028942,0.190717,0.001818,0.286121,0.722807,0
392,0.028912,0.194585,0.001799,0.352149,0.706579,0
393,0.077189,0.663791,0.005467,0.748835,0.270614,0
394,0.050018,0.32044,0.003162,0.188762,0.861404,1
395,0.045845,0.365516,0.002933,0.267996,0.702632,1
396,0.122703,0.48557,0.003467,0.422915,0.414912,1
397,0.045785,0.376376,0.003467,0.422915,0.414912,0
398,0.088868,0.484677,0.003467,0.422915,0.414912,1
399,0.051849,0.451949,0.003467,0.422915,0.414912,0
400,0.03939,0.603838,0.002746,0.625583,0.297807,0
401,0.030743,0.214073,0.00205,0.33739,0.517982,0
402,0.059865,0.337251,0.003467,0.422915,0.414912,1
403,0.069563,0.390062,0.004616,0.410409,0.569737,1
404,0.092861,0.675989,0.003467,0.422915,0.414912,1
405,0.01264,0.25186,0.000816,0.270844,0.52193,0
406,0.045635,0.504017,0.003062,0.582341,0.376316,0
407,0.076888,0.422493,0.003467,0.422915,0.414912,0
408,0.041191,0.777001,0.002694,0.633092,0.537719,0
409,0.044164,0.481702,0.002883,0.413516,0.536404,0
410,0.032695,0.205147,0.001882,0.298809,0.840789,0
411,0.11784,0.711395,0.003467,0.422915,0.414912,1
412,0.067011,0.447486,0.004553,0.515277,0.463596,0
413,0.042572,0.386938,0.003467,0.422915,0.414912,0
414,0.075688,0.62169,0.005029,0.709995,0.497368,1
415,0.06644,0.404195,0.003467,0.422915,0.414912,0
416,0.106341,0.605772,0.003467,0.422915,0.414912,1
417,0.027861,0.299018,0.001859,0.250388,0.561842,0
418,0.025519,0.368343,0.001643,0.408597,0.764474,0
419,0.090219,0.471288,0.003467,0.422915,0.414912,1
420,0.06584,0.529307,0.003467,0.422915,0.414912,1
421,0.054311,0.367896,0.003718,0.380373,0.438596,1
422,0.028732,0.389616,0.001103,0.283532,0.679825,0
423,0.02594,0.084945,0.001745,0.147592,0.546053,0
424,0.078059,0.536745,0.003467,0.422915,0.414912,1
425,0.028972,0.360458,0.001936,0.219834,0.777632,0
426,0.093371,0.501488,0.003467,0.422915,0.414912,1
427,0.0399,0.446296,0.002707,0.341274,0.417105,0
428,0.054071,0.735942,0.003668,0.667012,0.321053,1
429,0.031104,0.416989,0.002,0.41274,0.632018,0
430,0.076348,0.469206,0.003467,0.422915,0.414912,0
431,0.02615,0.194585,0.001541,0.301398,0.833772,0
432,0.043893,0.456412,0.002921,0.437856,0.598684,0
433,0.062748,0.39884,0.004111,0.483169,0.704825,0
434,0.06563,0.063672,0.003467,0.422915,0.414912,0
435,0.037679,0.665724,0.002493,0.554376,0.589474,1
436,0.04011,0.087325,0.003467,0.422915,0.414912,0
437,0.062447,0.402261,0.003467,0.422915,0.414912,0
438,0.043533,0.543439,0.003207,0.573537,0.247368,0
439,0.074216,0.498364,0.003467,0.422915,0.414912,1
440,0.041642,0.253496,0.002734,0.299845,0.660526,0
441,0.045334,0.346921,0.002933,0.412481,0.712719,0
442,0.066891,0.586135,0.003467,0.422915,0.414912,0
443,0.068722,0.380542,0.004624,0.431642,0.500526,0
444,0.034766,0.42651,0.002327,0.41015,0.455263,1
445,0.035997,0.241446,0.002376,0.254531,0.65614,0
446,0.146121,0.532877,0.010023,0.56059,0.240351,1
447,0.033505,0.527224,0.002275,0.45883,0.626316,1
448,0.034376,0.303184,0.001309,0.254013,0.765789,0
449,0.106461,0.616037,0.003467,0.422915,0.414912,1
450,0.119731,0.469206,0.003467,0.422915,0.414912,1
451,0.059175,0.472627,0.003467,0.422915,0.414912,0
452,0.085355,0.604582,0.005862,0.605127,0.384649,1
453,0.024619,0.10726,0.001597,0.075091,0.780263,0
454,0.074817,0.590449,0.003467,0.422915,0.414912,1
455,0.075207,0.515918,0.005303,0.538063,0.500526,1
456,0.062628,0.424874,0.004148,0.338167,0.532895,1
457,0.042722,0.433502,0.002867,0.425686,0.40307,0
458,0.067341,0.47233,0.003467,0.422915,0.414912,0
459,0.045785,0.326837,0.003467,0.422915,0.414912,0
460,0.050829,0.634484,0.003492,0.512429,0.344737,1
461,0.03969,0.147873,0.002628,0.272139,0.611404,0
462,0.090909,0.563672,0.003467,0.422915,0.414912,1
463,0.042722,0.335912,0.002765,0.241844,0.817982,1
464,0.0789,0.654567,0.005231,0.521491,0.541667,1
465,0.029422,0.430378,0.001795,0.388918,0.821491,0
466,0.022547,0.14817,0.000839,0.309166,0.798246,0
467,0.083794,0.678518,0.005916,0.758674,0.37193,1
468,0.031884,0.390806,0.002094,0.331952,0.742105,1
469,0.029362,0.286076,0.001934,0.237442,0.499561,1
470,0.083794,0.591342,0.003467,0.422915,0.414912,0
471,0.087426,0.274026,0.003467,0.422915,0.414912,0
472,0.047496,0.113805,0.003467,0.422915,0.414912,0
473,0.05203,0.356144,0.003432,0.344381,0.594298,1
474,0.057464,0.447783,0.003467,0.422915,0.414912,1
475,0.060796,0.441833,0.003467,0.422915,0.414912,1
476,0.01342,0.289646,0.00086,0.22579,0.756579,0
477,0.453645,0.732371,0.030166,0.812273,0.166667,1
478,0.143689,0.440196,0.005881,0.363542,0.607018,1
479,0.087967,0.711098,0.005727,0.620404,0.652193,0
